age,gender_encoded,grade,socioeconomic_status_encoded,parent_education_encoded,current_gpa,previous_gpa,grade_trend,attendance_percentage,failed_subjects,assignment_submission_rate,disciplinary_incidents,counseling_visits,consecutive_absences,late_arrivals,library_visits,extracurricular_participation
-0.6597162960781444,-1.0253204627247283,1.305277443791831,-1.1631348053822963,1.2820563873909732,-0.29323531999514607,0.2596886918321677,-1.0899440345203046,-0.037812499880097175,-1.124901718466343,0.42258419780094675,1.1061820955419324,1.536263889383988,-0.04209680243614946,-0.09862846462686511,0.5668268149081865,0.7912118933399583
0.7552248215157322,-1.0253204627247283,-1.3183958100610962,-1.1631348053822963,-1.3750552963208882,0.0610478769481467,-0.25079674777939925,0.6377522750883875,0.8796401775968389,0.1994858823770336,1.169230306138597,-0.8959574439004792,-0.3118731204012607,-0.8074932103661405,-0.9291839562215193,-0.9548559096775489,-1.2638839335170764
-0.6597162960781444,-1.0253204627247283,-0.4438380587767871,-1.1631348053822963,-0.48935140175026776,-0.39681532357074567,-0.3986000901785619,0.08657019062095056,-0.8899387039869484,-0.46270791804465466,0.17339105914325587,-0.22857759741967532,-0.3118731204012607,-0.04209680243614946,-0.9291839562215193,-0.19401454738468119,-1.2638839335170764
0.04775426271879389,0.975304830396693,-0.4438380587767871,-1.1631348053822963,-0.48935140175026776,0.1593499185581108,0.05074581422371265,0.19285193785009755,0.4646249350104125,-0.46270791804465466,0.6372449539480208,-0.8959574439004792,-0.3118731204012607,1.4886960134238327,-0.9291839562215193,-0.19401454738468119,-1.2638839335170764
0.04775426271879389,-1.0253204627247283,0.43071969250752196,-1.1631348053822963,0.3963524928203526,0.7042994915099914,0.6312746048517499,0.005005128793930756,-0.5959695738215633,-1.124901718466343,-0.7123178868722824,1.1061820955419324,1.536263889383988,2.254092421353824,1.5624825185624434,0.5668268149081865,-1.2638839335170764
0.7552248215157322,0.975304830396693,-0.4438380587767871,1.2443887245163765,0.3963524928203526,-0.30049251769789503,-1.2236870216437692,1.9848116295043203,1.3282793403002204,-1.124901718466343,0.6773771822711688,-0.8959574439004792,-0.3118731204012607,-0.8074932103661405,-0.09862846462686511,-0.9548559096775489,-1.2638839335170764
-0.6597162960781444,0.975304830396693,1.305277443791831,-1.1631348053822963,-0.48935140175026776,1.117959760566686,0.0940777178186478,1.8995390648669817,1.5040844083403033,-0.46270791804465466,1.282160530024666,0.43880224906112847,-0.3118731204012607,-0.04209680243614946,-0.9291839562215193,-0.19401454738468119,-1.2638839335170764
-0.6597162960781444,0.975304830396693,1.305277443791831,-1.1631348053822963,-0.48935140175026776,-1.0215940712528655,-0.2240853003578636,-1.4471001385810431,-0.9687147454038156,2.1860672836420987,-0.5601887422984853,1.773561942022736,1.536263889383988,2.254092421353824,-0.09862846462686511,-0.9548559096775489,0.7912118933399583
-0.6597162960781444,-1.0253204627247283,-1.3183958100610962,1.2443887245163765,-0.48935140175026776,-2.2592761521944253,-1.4498439431461025,-1.2135274615309408,-1.084957440665292,0.1994858823770336,-0.8849797994253634,1.773561942022736,-0.3118731204012607,1.4886960134238327,0.7319270269677891,-0.19401454738468119,0.7912118933399583
0.7552248215157322,0.975304830396693,-1.3183958100610962,1.2443887245163765,0.3963524928203526,-0.4865406769865517,0.17955434956756117,-1.2852058491971097,-0.7160550028106911,0.8616796827987219,0.5887129569060726,0.43880224906112847,-0.3118731204012607,0.7232996054938416,-0.09862846462686511,-0.9548559096775489,-1.2638839335170764
